#
#    Name:  cp936_GBK (Extended GB) to Unicode table
#    Unicode version: 2.0
#    Table version: 2.00
#    Table format:  Format A
#    Date:          04/24/96
#    Authors:       Lori Brownell <loribr@microsoft.com>
#                   K.D. Chang    <a-kchang@microsoft.com>
#    General notes: none
#
#    Format: Three tab-separated columns
#        Column #1 is the GBK code (in hex as 0xXXXX)
#        Column #2 is the Unicode (in hex as 0xXXXX)
#        Column #3 is the Unicode name (follows a comment sign, '#')
#
#    The entries are in GBK order
#
0x00	0x0000	#NULL
0x837E	0x5108	#<CJK>
0x8380	0x5109	#<CJK>
0x8381	0x510A	#<CJK>
0x8382	0x510C	#<CJK>
0x8383	0x510D	#<CJK>
0x8384	0x510E	#<CJK>
0x8385	0x510F	#<CJK>
0x8386	0x5110	#<CJK>
0x8387	0x5111	#<CJK>
0x8388	0x5113	#<CJK>
0x8389	0x5114	#<CJK>
0x838A	0x5115	#<CJK>
0x838B	0x5116	#<CJK>
0x838C	0x5117	#<CJK>
0x838D	0x5118	#<CJK>
0x838E	0x5119	#<CJK>
0x838F	0x511A	#<CJK>
0x8390	0x511B	#<CJK>
0x8391	0x511C	#<CJK>
0x8392	0x511D	#<CJK>
0x8393	0x511E	#<CJK>
0x8394	0x511F	#<CJK>
0x8395	0x5120	#<CJK>
0x8396	0x5122	#<CJK>
0x8397	0x5123	#<CJK>
0x8398	0x5124	#<CJK>
0x8399	0x5125	#<CJK>
0x839A	0x5126	#<CJK>
0x839B	0x5127	#<CJK>
0x839C	0x5128	#<CJK>
0x839D	0x5129	#<CJK>
0x839E	0x512A	#<CJK>
0x839F	0x512B	#<CJK>
0x83A0	0x512C	#<CJK>
0x83A1	0x512D	#<CJK>
0x83A2	0x512E	#<CJK>
0x83A3	0x512F	#<CJK>
0x83A4	0x5130	#<CJK>
0x83A5	0x5131	#<CJK>
0x83A6	0x5132	#<CJK>
0x83A7	0x5133	#<CJK>
0x83A8	0x5134	#<CJK>
0x83A9	0x5135	#<CJK>
0x83AA	0x5136	#<CJK>
0x83AB	0x5137	#<CJK>
0x83AC	0x5138	#<CJK>
0x83AD	0x5139	#<CJK>
0x83AE	0x513A	#<CJK>
0x83AF	0x513B	#<CJK>
0x83B0	0x513C	#<CJK>
0x83B1	0x513D	#<CJK>
0x83B2	0x513E	#<CJK>
0x83B3	0x5142	#<CJK>
0x83B4	0x5147	#<CJK>
0x83B5	0x514A	#<CJK>
0x83B6	0x514C	#<CJK>
0x83B7	0x514E	#<CJK>
0x83B8	0x514F	#<CJK>
0x83B9	0x5150	#<CJK>
0x83BA	0x5152	#<CJK>
0x83BB	0x5153	#<CJK>
0x83BC	0x5157	#<CJK>
0x83BD	0x5158	#<CJK>
0x83BE	0x5159	#<CJK>
0x83BF	0x515B	#<CJK>
0x83C0	0x515D	#<CJK>
0x83C1	0x515E	#<CJK>
0x83C2	0x515F	#<CJK>
0x83C3	0x5160	#<CJK>
0x83C4	0x5161	#<CJK>
0x83C5	0x5163	#<CJK>
0x83C6	0x5164	#<CJK>
0x83C7	0x5166	#<CJK>
0x83C8	0x5167	#<CJK>
0x83C9	0x5169	#<CJK>
0x83CA	0x516A	#<CJK>
0x83CB	0x516F	#<CJK>
0x83CC	0x5172	#<CJK>
0x83CD	0x517A	#<CJK>
0x83CE	0x517E	#<CJK>
0x83CF	0x517F	#<CJK>
0x83D0	0x5183	#<CJK>
0x83D1	0x5184	#<CJK>
0x83D2	0x5186	#<CJK>
0x83D3	0x5187	#<CJK>
0x83D4	0x518A	#<CJK>
0x83D5	0x518B	#<CJK>
0x83D6	0x518E	#<CJK>
0x83D7	0x518F	#<CJK>
0x83D8	0x5190	#<CJK>
0x83D9	0x5191	#<CJK>
0x83DA	0x5193	#<CJK>
0x83DB	0x5194	#<CJK>
0x83DC	0x5198	#<CJK>
0x83DD	0x519A	#<CJK>
0x83DE	0x519D	#<CJK>
0x83DF	0x519E	#<CJK>
0x83E0	0x519F	#<CJK>
0x83E1	0x51A1	#<CJK>
0x83E2	0x51A3	#<CJK>
0x83E3	0x51A6	#<CJK>
0x83E4	0x51A7	#<CJK>
0x83E5	0x51A8	#<CJK>
0x83E6	0x51A9	#<CJK>
0x83E7	0x51AA	#<CJK>
0x83E8	0x51AD	#<CJK>
0x83E9	0x51AE	#<CJK>
0x83EA	0x51B4	#<CJK>
0x83EB	0x51B8	#<CJK>
0x83EC	0x51B9	#<CJK>
0x83ED	0x51BA	#<CJK>
0x83EE	0x51BE	#<CJK>
0x83EF	0x51BF	#<CJK>
0x83F0	0x51C1	#<CJK>
0x83F1	0x51C2	#<CJK>
0x83F2	0x51C3	#<CJK>
0x83F3	0x51C5	#<CJK>
0x83F4	0x51C8	#<CJK>
0x83F5	0x51CA	#<CJK>
0x83F6	0x51CD	#<CJK>
0x83F7	0x51CE	#<CJK>
0x83F8	0x51D0	#<CJK>
0x83F9	0x51D2	#<CJK>
0x83FA	0x51D3	#<CJK>
0x83FB	0x51D4	#<CJK>
0x83FC	0x51D5	#<CJK>
0x83FD	0x51D6	#<CJK>
0x83FE	0x51D7	#<CJK>
0x8440	0x51D8	#<CJK>
0x8441	0x51D9	#<CJK>
0x8442	0x51DA	#<CJK>
0x8443	0x51DC	#<CJK>
0x8444	0x51DE	#<CJK>
0x8445	0x51DF	#<CJK>
0x8446	0x51E2	#<CJK>
0x8447	0x51E3	#<CJK>
0x8448	0x51E5	#<CJK>
0x8449	0x51E6	#<CJK>
0x844A	0x51E7	#<CJK>
0x844B	0x51E8	#<CJK>
0x844C	0x51E9	#<CJK>
0x844D	0x51EA	#<CJK>
0x844E	0x51EC	#<CJK>
0x844F	0x51EE	#<CJK>
0x8450	0x51F1	#<CJK>
0x8451	0x51F2	#<CJK>
0x8452	0x51F4	#<CJK>
0x8453	0x51F7	#<CJK>
0x8454	0x51FE	#<CJK>
0x8455	0x5204	#<CJK>
0x8456	0x5205	#<CJK>
0x8457	0x5209	#<CJK>
0x8458	0x520B	#<CJK>
0x8459	0x520C	#<CJK>
0x845A	0x520F	#<CJK>
0x845B	0x5210	#<CJK>
0x845C	0x5213	#<CJK>
0x845D	0x5214	#<CJK>
0x845E	0x5215	#<CJK>
0x845F	0x521C	#<CJK>
0x8460	0x521E	#<CJK>
0x8461	0x521F	#<CJK>
0x8462	0x5221	#<CJK>
0x8463	0x5222	#<CJK>
0x8464	0x5223	#<CJK>
0x8465	0x5225	#<CJK>
0x8466	0x5226	#<CJK>
0x8467	0x5227	#<CJK>
0x8468	0x522A	#<CJK>
0x8469	0x522C	#<CJK>
0x846A	0x522F	#<CJK>
0x846B	0x5231	#<CJK>
0x846C	0x5232	#<CJK>
0x846D	0x5234	#<CJK>
0x846E	0x5235	#<CJK>
0x846F	0x523C	#<CJK>
0x8470	0x523E	#<CJK>
0x8471	0x5244	#<CJK>
0x8472	0x5245	#<CJK>
0x8473	0x5246	#<CJK>
0x8474	0x5247	#<CJK>
0x8475	0x5248	#<CJK>
0x8476	0x5249	#<CJK>
0x8477	0x524B	#<CJK>
0x8478	0x524E	#<CJK>
0x8479	0x524F	#<CJK>
0x847A	0x5252	#<CJK>
0x847B	0x5253	#<CJK>
0x847C	0x5255	#<CJK>
0x847D	0x5257	#<CJK>
0x847E	0x5258	#<CJK>
0x8480	0x5259	#<CJK>
0x8481	0x525A	#<CJK>
0x8482	0x525B	#<CJK>
0x8483	0x525D	#<CJK>
0x8484	0x525F	#<CJK>
0x8485	0x5260	#<CJK>
0x8486	0x5262	#<CJK>
0x8487	0x5263	#<CJK>
0x8488	0x5264	#<CJK>
0x8489	0x5266	#<CJK>
0x848A	0x5268	#<CJK>
0x848B	0x526B	#<CJK>
0x848C	0x526C	#<CJK>
0x848D	0x526D	#<CJK>
0x848E	0x526E	#<CJK>
0x848F	0x5270	#<CJK>
0x8490	0x5271	#<CJK>
0x8491	0x5273	#<CJK>
0x8492	0x5274	#<CJK>
0x8493	0x5275	#<CJK>
0x8494	0x5276	#<CJK>
0x8495	0x5277	#<CJK>
0x8496	0x5278	#<CJK>
0x8497	0x5279	#<CJK>
0x8498	0x527A	#<CJK>
0x8499	0x527B	#<CJK>
0x849A	0x527C	#<CJK>
0x849B	0x527E	#<CJK>
0x849C	0x5280	#<CJK>
0x849D	0x5283	#<CJK>
0x849E	0x5284	#<CJK>
0x849F	0x5285	#<CJK>
0x84A0	0x5286	#<CJK>
0x84A1	0x5287	#<CJK>
0x84A2	0x5289	#<CJK>
0x84A3	0x528A	#<CJK>
0x84A4	0x528B	#<CJK>
0x84A5	0x528C	#<CJK>
0x84A6	0x528D	#<CJK>
0x84A7	0x528E	#<CJK>
0x84A8	0x528F	#<CJK>
0x84A9	0x5291	#<CJK>
0x84AA	0x5292	#<CJK>
0x84AB	0x5294	#<CJK>
0x84AC	0x5295	#<CJK>
0x84AD	0x5296	#<CJK>
0x84AE	0x5297	#<CJK>
0x84AF	0x5298	#<CJK>
0x84B0	0x5299	#<CJK>
0x84B1	0x529A	#<CJK>
0x84B2	0x529C	#<CJK>
0x84B3	0x52A4	#<CJK>
0x84B4	0x52A5	#<CJK>
0x84B5	0x52A6	#<CJK>
0x84B6	0x52A7	#<CJK>
0x84B7	0x52AE	#<CJK>
0x84B8	0x52AF	#<CJK>
0x84B9	0x52B0	#<CJK>
0x84BA	0x52B4	#<CJK>
0x84BB	0x52B5	#<CJK>
0x84BC	0x52B6	#<CJK>
0x84BD	0x52B7	#<CJK>
0x84BE	0x52B8	#<CJK>
0x84BF	0x52B9	#<CJK>
0x84C0	0x52BA	#<CJK>
0x84C1	0x52BB	#<CJK>
0x84C2	0x52BC	#<CJK>
0x84C3	0x52BD	#<CJK>
0x84C4	0x52C0	#<CJK>
0x84C5	0x52C1	#<CJK>
0x84C6	0x52C2	#<CJK>
0x84C7	0x52C4	#<CJK>
0x84C8	0x52C5	#<CJK>
0x84C9	0x52C6	#<CJK>
0x84CA	0x52C8	#<CJK>
0x84CB	0x52CA	#<CJK>
0x84CC	0x52CC	#<CJK>
0x84CD	0x52CD	#<CJK>
0x84CE	0x52CE	#<CJK>
0x84CF	0x52CF	#<CJK>
0x84D0	0x52D1	#<CJK>
0x84D1	0x52D3	#<CJK>
0x84D2	0x52D4	#<CJK>
0x84D3	0x52D5	#<CJK>
0x84D4	0x52D7	#<CJK>
0x84D5	0x52D9	#<CJK>
0x84D6	0x52DA	#<CJK>
0x84D7	0x52DB	#<CJK>
0x84D8	0x52DC	#<CJK>
0x84D9	0x52DD	#<CJK>
0x84DA	0x52DE	#<CJK>
0x84DB	0x52E0	#<CJK>
0x84DC	0x52E1	#<CJK>
0x84DD	0x52E2	#<CJK>
0x84DE	0x52E3	#<CJK>
0x84DF	0x52E5	#<CJK>
0x84E0	0x52E6	#<CJK>
0x84E1	0x52E7	#<CJK>
0x84E2	0x52E8	#<CJK>
0x84E3	0x52E9	#<CJK>
0x84E4	0x52EA	#<CJK>
0x84E5	0x52EB	#<CJK>
0x84E6	0x52EC	#<CJK>
0x84E7	0x52ED	#<CJK>
0x84E8	0x52EE	#<CJK>
0x84E9	0x52EF	#<CJK>
0x84EA	0x52F1	#<CJK>
0x84EB	0x52F2	#<CJK>
0x84EC	0x52F3	#<CJK>
0x84ED	0x52F4	#<CJK>
0x84EE	0x52F5	#<CJK>
0x84EF	0x52F6	#<CJK>
0x84F0	0x52F7	#<CJK>
0x84F1	0x52F8	#<CJK>
0x84F2	0x52FB	#<CJK>
0x84F3	0x52FC	#<CJK>
0x84F4	0x52FD	#<CJK>
0x84F5	0x5301	#<CJK>
0x84F6	0x5302	#<CJK>
0x84F7	0x5303	#<CJK>
0x84F8	0x5304	#<CJK>
0x84F9	0x5307	#<CJK>
0x84FA	0x5309	#<CJK>
0x84FB	0x530A	#<CJK>
0x84FC	0x530B	#<CJK>
0x84FD	0x530C	#<CJK>
0x84FE	0x530E	#<CJK>
0x8540	0x5311	#<CJK>
0x8541	0x5312	#<CJK>
0x8542	0x5313	#<CJK>
0x8543	0x5314	#<CJK>
0x8544	0x5318	#<CJK>
0x8545	0x531B	#<CJK>
0x8546	0x531C	#<CJK>
0x8547	0x531E	#<CJK>
0x8548	0x531F	#<CJK>
0x8549	0x5322	#<CJK>
0x854A	0x5324	#<CJK>
0x854B	0x5325	#<CJK>
0x854C	0x5327	#<CJK>
0x854D	0x5328	#<CJK>
0x854E	0x5329	#<CJK>
0x854F	0x532B	#<CJK>
0x8550	0x532C	#<CJK>
0x8551	0x532D	#<CJK>
0x8552	0x532F	#<CJK>
0x8553	0x5330	#<CJK>
0x8554	0x5331	#<CJK>
0x8555	0x5332	#<CJK>
0x8556	0x5333	#<CJK>
0x8557	0x5334	#<CJK>
0x8558	0x5335	#<CJK>
0x8559	0x5336	#<CJK>
0x855A	0x5337	#<CJK>
0x855B	0x5338	#<CJK>
0x855C	0x533C	#<CJK>
0x855D	0x533D	#<CJK>
0x855E	0x5340	#<CJK>
0x855F	0x5342	#<CJK>
0x8560	0x5344	#<CJK>
0x8561	0x5346	#<CJK>
0x8562	0x534B	#<CJK>
0x8563	0x534C	#<CJK>
0x8564	0x534D	#<CJK>
0x8565	0x5350	#<CJK>
0x8566	0x5354	#<CJK>
0x8567	0x5358	#<CJK>
0x8568	0x5359	#<CJK>
0x8569	0x535B	#<CJK>
0x856A	0x535D	#<CJK>
0x856B	0x5365	#<CJK>
0x856C	0x5368	#<CJK>
0x856D	0x536A	#<CJK>
0x856E	0x536C	#<CJK>
0x856F	0x536D	#<CJK>
0x8570	0x5372	#<CJK>
0x8571	0x5376	#<CJK>
0x8572	0x5379	#<CJK>
0x8573	0x537B	#<CJK>
0x8574	0x537C	#<CJK>
0x8575	0x537D	#<CJK>
0x8576	0x537E	#<CJK>
0x8577	0x5380	#<CJK>
0x8578	0x5381	#<CJK>
0x8579	0x5383	#<CJK>
0x857A	0x5387	#<CJK>
0x857B	0x5388	#<CJK>
0x857C	0x538A	#<CJK>
0x857D	0x538E	#<CJK>
0x857E	0x538F	#<CJK>
0x8580	0x5390	#<CJK>
0x8581	0x5391	#<CJK>
0x8582	0x5392	#<CJK>
0x8583	0x5393	#<CJK>
0x8584	0x5394	#<CJK>
0x8585	0x5396	#<CJK>
0x8586	0x5397	#<CJK>
0x8587	0x5399	#<CJK>
0x8588	0x539B	#<CJK>
0x8589	0x539C	#<CJK>
0x858A	0x539E	#<CJK>
0x858B	0x53A0	#<CJK>
0x858C	0x53A1	#<CJK>
0x858D	0x53A4	#<CJK>
0x858E	0x53A7	#<CJK>
0x858F	0x53AA	#<CJK>
0x8590	0x53AB	#<CJK>
0x8591	0x53AC	#<CJK>
0x8592	0x53AD	#<CJK>
0x8593	0x53AF	#<CJK>
0x8594	0x53B0	#<CJK>
0x8595	0x53B1	#<CJK>
0x8596	0x53B2	#<CJK>
0x8597	0x53B3	#<CJK>
0x8598	0x53B4	#<CJK>
0x8599	0x53B5	#<CJK>
0x859A	0x53B7	#<CJK>
0x859B	0x53B8	#<CJK>
0x859C	0x53B9	#<CJK>
0x859D	0x53BA	#<CJK>
0x859E	0x53BC	#<CJK>
0x859F	0x53BD	#<CJK>
0x85A0	0x53BE	#<CJK>
0x85A1	0x53C0	#<CJK>
0x85A2	0x53C3	#<CJK>
0x85A3	0x53C4	#<CJK>
0x85A4	0x53C5	#<CJK>
0x85A5	0x53C6	#<CJK>
0x85A6	0x53C7	#<CJK>
0x85A7	0x53CE	#<CJK>
0x85A8	0x53CF	#<CJK>
0x85A9	0x53D0	#<CJK>
0x85AA	0x53D2	#<CJK>
0x85AB	0x53D3	#<CJK>
0x85AC	0x53D5	#<CJK>
0x85AD	0x53DA	#<CJK>
0x85AE	0x53DC	#<CJK>
0x85AF	0x53DD	#<CJK>
0x85B0	0x53DE	#<CJK>
0x85B1	0x53E1	#<CJK>
0x85B2	0x53E2	#<CJK>
0x85B3	0x53E7	#<CJK>
0x85B4	0x53F4	#<CJK>
0x85B5	0x53FA	#<CJK>
0x85B6	0x53FE	#<CJK>
0x85B7	0x53FF	#<CJK>
0x85B8	0x5400	#<CJK>
0x85B9	0x5402	#<CJK>
0x85BA	0x5405	#<CJK>
0x85BB	0x5407	#<CJK>
0x85BC	0x540B	#<CJK>
0x85BD	0x5414	#<CJK>
0x85BE	0x5418	#<CJK>
0x85BF	0x5419	#<CJK>
0x85C0	0x541A	#<CJK>
0x85C1	0x541C	#<CJK>
0x85C2	0x5422	#<CJK>
0x85C3	0x5424	#<CJK>
0x85C4	0x5425	#<CJK>
0x85C5	0x542A	#<CJK>
0x85C6	0x5430	#<CJK>
0x85C7	0x5433	#<CJK>
0x85C8	0x5436	#<CJK>
0x85C9	0x5437	#<CJK>
0x85CA	0x543A	#<CJK>
0x85CB	0x543D	#<CJK>
0x85CC	0x543F	#<CJK>
0x85CD	0x5441	#<CJK>
0x85CE	0x5442	#<CJK>
0x85CF	0x5444	#<CJK>
0x85D0	0x5445	#<CJK>
0x85D1	0x5447	#<CJK>
0x85D2	0x5449	#<CJK>
0x85D3	0x544C	#<CJK>
0x85D4	0x544D	#<CJK>
0x85D5	0x544E	#<CJK>
0x85D6	0x544F	#<CJK>
0x85D7	0x5451	#<CJK>
0x85D8	0x545A	#<CJK>
0x85D9	0x545D	#<CJK>
0x85DA	0x545E	#<CJK>
0x85DB	0x545F	#<CJK>
0x85DC	0x5460	#<CJK>
0x85DD	0x5461	#<CJK>
0x85DE	0x5463	#<CJK>
0x85DF	0x5465	#<CJK>
0x85E0	0x5467	#<CJK>
0x85E1	0x5469	#<CJK>
0x85E2	0x546A	#<CJK>
0x85E3	0x546B	#<CJK>
0x85E4	0x546C	#<CJK>
0x85E5	0x546D	#<CJK>
0x85E6	0x546E	#<CJK>
0x85E7	0x546F	#<CJK>
0x85E8	0x5470	#<CJK>
0x85E9	0x5474	#<CJK>
0x85EA	0x5479	#<CJK>
0x85EB	0x547A	#<CJK>
0x85EC	0x547E	#<CJK>
0x85ED	0x547F	#<CJK>
0x85EE	0x5481	#<CJK>
0x85EF	0x5483	#<CJK>
0x85F0	0x5485	#<CJK>
0x85F1	0x5487	#<CJK>
0x85F2	0x5488	#<CJK>
0x85F3	0x5489	#<CJK>
0x85F4	0x548A	#<CJK>
0x85F5	0x548D	#<CJK>
0x85F6	0x5491	#<CJK>
0x85F7	0x5493	#<CJK>
0x85F8	0x5497	#<CJK>
0x85F9	0x5498	#<CJK>
0x85FA	0x549C	#<CJK>
0x85FB	0x549E	#<CJK>
0x85FC	0x549F	#<CJK>
0x85FD	0x54A0	#<CJK>
0x85FE	0x54A1	#<CJK>
0x8640	0x54A2	#<CJK>
0x8641	0x54A5	#<CJK>
0x8642	0x54AE	#<CJK>
0x8643	0x54B0	#<CJK>
0x8644	0x54B2	#<CJK>
0x8645	0x54B5	#<CJK>
0x8646	0x54B6	#<CJK>
0x8647	0x54B7	#<CJK>
0x8648	0x54B9	#<CJK>
0x8649	0x54BA	#<CJK>
0x864A	0x54BC	#<CJK>
0x864B	0x54BE	#<CJK>
0x864C	0x54C3	#<CJK>
0x864D	0x54C5	#<CJK>
0x864E	0x54CA	#<CJK>
0x864F	0x54CB	#<CJK>
0x8650	0x54D6	#<CJK>
0x8651	0x54D8	#<CJK>
0x8652	0x54DB	#<CJK>
0x8653	0x54E0	#<CJK>
0x8654	0x54E1	#<CJK>
0x8655	0x54E2	#<CJK>
0x8656	0x54E3	#<CJK>
0x8657	0x54E4	#<CJK>
0x8658	0x54EB	#<CJK>
0x8659	0x54EC	#<CJK>
0x865A	0x54EF	#<CJK>
0x865B	0x54F0	#<CJK>
0x865C	0x54F1	#<CJK>
0x865D	0x54F4	#<CJK>
0x865E	0x54F5	#<CJK>
0x865F	0x54F6	#<CJK>
0x8660	0x54F7	#<CJK>
0x8661	0x54F8	#<CJK>
0x8662	0x54F9	#<CJK>
0x8663	0x54FB	#<CJK>
0x8664	0x54FE	#<CJK>
0x8665	0x5500	#<CJK>
0x8666	0x5502	#<CJK>
0x8667	0x5503	#<CJK>
0x8668	0x5504	#<CJK>
0x8669	0x5505	#<CJK>
0x866A	0x5508	#<CJK>
0x866B	0x550A	#<CJK>
0x866C	0x550B	#<CJK>
0x866D	0x550C	#<CJK>
0x866E	0x550D	#<CJK>
0x866F	0x550E	#<CJK>
0x8670	0x5512	#<CJK>
0x8671	0x5513	#<CJK>
0x8672	0x5515	#<CJK>
0x8673	0x5516	#<CJK>
0x8674	0x5517	#<CJK>
0x8675	0x5518	#<CJK>
0x8676	0x5519	#<CJK>
0x8677	0x551A	#<CJK>
0x8678	0x551C	#<CJK>
0x8679	0x551D	#<CJK>
0x867A	0x551E	#<CJK>
0x867B	0x551F	#<CJK>
0x867C	0x5521	#<CJK>
0x867D	0x5525	#<CJK>
0x867E	0x5526	#<CJK>
0x8680	0x5528	#<CJK>
0x8681	0x5529	#<CJK>
0x8682	0x552B	#<CJK>
0x8683	0x552D	#<CJK>
0x8684	0x5532	#<CJK>
0x8685	0x5534	#<CJK>
0x8686	0x5535	#<CJK>
0x8687	0x5536	#<CJK>
0x8688	0x5538	#<CJK>
0x8689	0x5539	#<CJK>
0x868A	0x553A	#<CJK>
0x868B	0x553B	#<CJK>
0x868C	0x553D	#<CJK>
0x868D	0x5540	#<CJK>
0x868E	0x5542	#<CJK>
0x868F	0x5545	#<CJK>
0x8690	0x5547	#<CJK>
0x8691	0x5548	#<CJK>
0x8692	0x554B	#<CJK>
0x8693	0x554C	#<CJK>
0x8694	0x554D	#<CJK>
0x8695	0x554E	#<CJK>
0x8696	0x554F	#<CJK>
0x8697	0x5551	#<CJK>
0x8698	0x5552	#<CJK>
0x8699	0x5553	#<CJK>
0x869A	0x5554	#<CJK>
0x869B	0x5557	#<CJK>
0x869C	0x5558	#<CJK>
0x869D	0x5559	#<CJK>
0x869E	0x555A	#<CJK>
0x869F	0x555B	#<CJK>
0x86A0	0x555D	#<CJK>
0x86A1	0x555E	#<CJK>
0x86A2	0x555F	#<CJK>
0x86A3	0x5560	#<CJK>
0x86A4	0x5562	#<CJK>
0x86A5	0x5563	#<CJK>
0x86A6	0x5568	#<CJK>
0x86A7	0x5569	#<CJK>
0x86A8	0x556B	#<CJK>
0x86A9	0x556F	#<CJK>
0x86AA	0x5570	#<CJK>
0x86AB	0x5571	#<CJK>
0x86AC	0x5572	#<CJK>
0x86AD	0x5573	#<CJK>
0x86AE	0x5574	#<CJK>
0x86AF	0x5579	#<CJK>
0x86B0	0x557A	#<CJK>
0x86B1	0x557D	#<CJK>
0x86B2	0x557F	#<CJK>
0x86B3	0x5585	#<CJK>
0x86B4	0x5586	#<CJK>
0x86B5	0x558C	#<CJK>
0x86B6	0x558D	#<CJK>
0x86B7	0x558E	#<CJK>
0x86B8	0x5590	#<CJK>
0x86B9	0x5592	#<CJK>
0x86BA	0x5593	#<CJK>
0x86BB	0x5595	#<CJK>
0x86BC	0x5596	#<CJK>
0x86BD	0x5597	#<CJK>
0x86BE	0x559A	#<CJK>
0x86BF	0x559B	#<CJK>
0x86C0	0x559E	#<CJK>
0x86C1	0x55A0	#<CJK>
0x86C2	0x55A1	#<CJK>
0x86C3	0x55A2	#<CJK>
0x86C4	0x55A3	#<CJK>
0x86C5	0x55A4	#<CJK>
0x86C6	0x55A5	#<CJK>
0x86C7	0x55A6	#<CJK>
0x86C8	0x55A8	#<CJK>
0x86C9	0x55A9	#<CJK>
0x86CA	0x55AA	#<CJK>
0x86CB	0x55AB	#<CJK>
0x86CC	0x55AC	#<CJK>
0x86CD	0x55AD	#<CJK>
0x86CE	0x55AE	#<CJK>
0x86CF	0x55AF	#<CJK>
0x86D0	0x55B0	#<CJK>
0x86D1	0x55B2	#<CJK>
0x86D2	0x55B4	#<CJK>
0x86D3	0x55B6	#<CJK>
0x86D4	0x55B8	#<CJK>
0x86D5	0x55BA	#<CJK>
0x86D6	0x55BC	#<CJK>
0x86D7	0x55BF	#<CJK>
0x86D8	0x55C0	#<CJK>
0x86D9	0x55C1	#<CJK>
0x86DA	0x55C2	#<CJK>
0x86DB	0x55C3	#<CJK>
0x86DC	0x55C6	#<CJK>
0x86DD	0x55C7	#<CJK>
0x86DE	0x55C8	#<CJK>
0x86DF	0x55CA	#<CJK>
0x86E0	0x55CB	#<CJK>
0x86E1	0x55CE	#<CJK>
0x86E2	0x55CF	#<CJK>
0x86E3	0x55D0	#<CJK>
0x86E4	0x55D5	#<CJK>
0x86E5	0x55D7	#<CJK>
0x86E6	0x55D8	#<CJK>
0x86E7	0x55D9	#<CJK>
0x86E8	0x55DA	#<CJK>
0x86E9	0x55DB	#<CJK>
0x86EA	0x55DE	#<CJK>
0x86EB	0x55E0	#<CJK>
0x86EC	0x55E2	#<CJK>
0x86ED	0x55E7	#<CJK>
0x86EE	0x55E9	#<CJK>
0x86EF	0x55ED	#<CJK>
0x86F0	0x55EE	#<CJK>
0x86F1	0x55F0	#<CJK>
0x86F2	0x55F1	#<CJK>
0x86F3	0x55F4	#<CJK>
0x86F4	0x55F6	#<CJK>
0x86F5	0x55F8	#<CJK>
0x86F6	0x55F9	#<CJK>
0x86F7	0x55FA	#<CJK>
0x86F8	0x55FB	#<CJK>
0x86F9	0x55FC	#<CJK>
0x86FA	0x55FF	#<CJK>
0x86FB	0x5602	#<CJK>
0x86FC	0x5603	#<CJK>
0x86FD	0x5604	#<CJK>
0x86FE	0x5605	#<CJK>
0x8740	0x5606	#<CJK>
0x8741	0x5607	#<CJK>
0x8742	0x560A	#<CJK>
0x8743	0x560B	#<CJK>
0x8744	0x560D	#<CJK>
0x8745	0x5610	#<CJK>
0x8746	0x5611	#<CJK>
0x8747	0x5612	#<CJK>
0x8748	0x5613	#<CJK>
0x8749	0x5614	#<CJK>
0x874A	0x5615	#<CJK>
0x874B	0x5616	#<CJK>
0x874C	0x5617	#<CJK>
0x874D	0x5619	#<CJK>
0x874E	0x561A	#<CJK>
0x874F	0x561C	#<CJK>
0x8750	0x561D	#<CJK>
0x8751	0x5620	#<CJK>
0x8752	0x5621	#<CJK>
0x8753	0x5622	#<CJK>
0x8754	0x5625	#<CJK>
0x8755	0x5626	#<CJK>
0x8756	0x5628	#<CJK>
0x8757	0x5629	#<CJK>
0x8758	0x562A	#<CJK>
0x8759	0x562B	#<CJK>
0x875A	0x562E	#<CJK>
0x875B	0x562F	#<CJK>
0x875C	0x5630	#<CJK>
0x875D	0x5633	#<CJK>
0x875E	0x5635	#<CJK>
0x875F	0x5637	#<CJK>
0x8760	0x5638	#<CJK>
0x8761	0x563A	#<CJK>
0x8762	0x563C	#<CJK>
0x8763	0x563D	#<CJK>
0x8764	0x563E	#<CJK>
0x8765	0x5640	#<CJK>
0x8766	0x5641	#<CJK>
0x8767	0x5642	#<CJK>
0x8768	0x5643	#<CJK>
0x8769	0x5644	#<CJK>
0x876A	0x5645	#<CJK>
0x876B	0x5646	#<CJK>
0x876C	0x5647	#<CJK>
0x876D	0x5648	#<CJK>
0x876E	0x5649	#<CJK>
0x876F	0x564A	#<CJK>
0x8770	0x564B	#<CJK>
0x8771	0x564F	#<CJK>
0x8772	0x5650	#<CJK>
0x8773	0x5651	#<CJK>
0x8774	0x5652	#<CJK>
0x8775	0x5653	#<CJK>
0x8776	0x5655	#<CJK>
0x8777	0x5656	#<CJK>
0x8778	0x565A	#<CJK>
0x8779	0x565B	#<CJK>
0x877A	0x565D	#<CJK>
0x877B	0x565E	#<CJK>
0x877C	0x565F	#<CJK>
0x877D	0x5660	#<CJK>
0x877E	0x5661	#<CJK>
0x8780	0x5663	#<CJK>
0x8781	0x5665	#<CJK>
0x8782	0x5666	#<CJK>
0x8783	0x5667	#<CJK>
0x8784	0x566D	#<CJK>
0x8785	0x566E	#<CJK>
0x8786	0x566F	#<CJK>
0x8787	0x5670	#<CJK>
0x8788	0x5672	#<CJK>
